title,link,price,rating,MRP,Reviews_count,discount_percentage,Delivery,delivery_date,image
"Lava Blaze Curve 5G (Glass Viridian, 8GB LPDDR5 RAM, UFS 3.1 128GB Storage) | 120Hz Curved Amoled Display |2.6GHz Dimensity 7050 6nm Processor |64 MP Primary Sony Sensor  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0ODk2MDMxNjExNjQ4NTIwOjE3MjY5MDIxODE6c3BfbXRmOjMwMDE0NDQyNzExNTczMjo6MDo6&url=%2FLava-Viridian-Storage-Dimensity-Processor%2Fdp%2FB0CTZSWZFC%2Fref%3Dsr_1_11_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE%26dib_tag%3Dse%26keywords%3Dmobile%2Bunder%2B20000%26qid%3D1726902181%26sprefix%3Dmobile%2Bunder%2B20000%252Caps%252C349%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"15,999",3.8 out of 5 stars,"20,999",438,24% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/61G7flmHtRL._AC_UY218_.jpg
"Redmi Note 13 5G (Arctic White, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0ODk2MDMxNjExNjQ4NTIwOjE3MjY5MDIxODE6c3BfbXRmOjMwMDExODYxMjg3NTMzMjo6MDo6&url=%2FRedmi-Storage-Bezel-Less-Slimmest-Pro-Grade%2Fdp%2FB0CQPGG8KG%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE%26dib_tag%3Dse%26keywords%3Dmobile%2Bunder%2B20000%26qid%3D1726902181%26sprefix%3Dmobile%2Bunder%2B20000%252Caps%252C349%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"16,998",3.7 out of 5 stars,"20,999","4,924",19% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71VW8LmqqPL._AC_UY218_.jpg
"realme NARZO 70 Turbo 5G (Turbo Yellow,6GB RAM,128GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design  ",https://amazon.in//realme-Segments-Dimensity-Motorsports-Inspired/dp/B0DDTXJ2MX/ref=sr_1_13?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE&dib_tag=se&keywords=mobile+under+20000&qid=1726902181&sprefix=mobile+under+20000%2Caps%2C349&sr=8-13,"16,999",5.0 out of 5 stars,"19,999",55,15% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71gdaaBCYHL._AC_UY218_.jpg
"OnePlus Nord CE 2 5G (Bahamas Blue, 8GB RAM, 128GB Storage)  ",https://amazon.in//OnePlus-Nord-Bahamas-128GB-Storage/dp/B09RG5R5FG/ref=sr_1_14?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE&dib_tag=se&keywords=mobile+under+20000&qid=1726902181&sprefix=mobile+under+20000%2Caps%2C349&sr=8-14,"16,999",4.3 out of 5 stars,"24,999","25,580",32% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/61+Q6Rh3OQL._AC_UY218_.jpg
"OPPO A3 Pro 5G (Moonlight Purple, 8GB RAM, 256GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers  ",https://amazon.in//Moonlight-Storage-SUPERVOOC-Additional-Exchange/dp/B0D6R9XCXX/ref=sr_1_15?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE&dib_tag=se&keywords=mobile+under+20000&qid=1726902181&sprefix=mobile+under+20000%2Caps%2C349&sr=8-15,"19,999",4.0 out of 5 stars,"22,999",88,13% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/81ZFLjC0JJL._AC_UY218_.jpg
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 8GB RAM, 128GB Storage)  ",https://amazon.in//OnePlus-Nord-Pastel-128GB-Storage/dp/B0BY8JZ22K/ref=sr_1_16?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE&dib_tag=se&keywords=mobile+under+20000&qid=1726902181&sprefix=mobile+under+20000%2Caps%2C349&sr=8-16,"16,447",4.2 out of 5 stars,"20,999","50,147",22% off,FREE delivery,"Mon, 30 Sept",https://m.media-amazon.com/images/I/61QRgOgBx0L._AC_UY218_.jpg
"Oneplus Nord CE 3 5G (Grey Shimmer, 8GB RAM, 128GB Storage)  ",https://amazon.in//Oneplus-Nord-Shimmer-128GB-Storage/dp/B0C9QPJY5R/ref=sr_1_17?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE&dib_tag=se&keywords=mobile+under+20000&qid=1726902181&sprefix=mobile+under+20000%2Caps%2C349&sr=8-17,"17,999",4.2 out of 5 stars,"26,999","14,363",33% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/61abLrCfF7L._AC_UY218_.jpg
"iQOO Z9 5G (Brushed Green, 8GB RAM, 128GB Storage) | Dimensity 7200 5G Processor | Sony IMX882 OIS Camera | 120Hz AMOLED with 1800 nits Local Peak Brightness | 44W Charger in The Box  ",https://amazon.in//iQOO-Brushed-Dimensity-Processor-Brightness/dp/B07WGPBNTC/ref=sr_1_18?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE&dib_tag=se&keywords=mobile+under+20000&qid=1726902181&sprefix=mobile+under+20000%2Caps%2C349&sr=8-18,"18,498",4.2 out of 5 stars,"24,999","4,488",26% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/61pt59LW-lL._AC_UY218_.jpg
"Redmi Note 13 5G (Arctic White, 12GB RAM, 256GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera  ",https://amazon.in//Redmi-Storage-Bezel-Less-Slimmest-Pro-Grade/dp/B0CQPHWB81/ref=sr_1_19?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE&dib_tag=se&keywords=mobile+under+20000&qid=1726902181&sprefix=mobile+under+20000%2Caps%2C349&sr=8-19,"19,998",3.7 out of 5 stars,"24,999","4,924",20% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71VW8LmqqPL._AC_UY218_.jpg
"Samsung Galaxy A15 5G (Blue Black, 8GB, 256GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 16GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery  ",https://amazon.in//Samsung-Storage-Expandable-MediaTek-Dimensity/dp/B0CP7W1LFB/ref=sr_1_20?crid=1895KSWNLJ6QB&dib=eyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE&dib_tag=se&keywords=mobile+under+20000&qid=1726902181&sprefix=mobile+under+20000%2Caps%2C349&sr=8-20,"19,999",3.6 out of 5 stars,"24,499",70,18% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/71QZyo8ekbL._AC_UY218_.jpg
"Lava Blaze 3 5G (Glass Blue 6GB RAM, 128GB Storage) | SuperFast Dimensity 6300 Processor | 90Hz Display | 50MP+2MP AI Camera with Vibe Light | 5000 mAh Battery | Glass Back | 18W Fast Charging  ",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0ODk2MDMxNjExNjQ4NTIwOjE3MjY5MDIxODE6c3BfYnRmOjMwMDMzNzU5NzcwMDQzMjo6MDo6&url=%2FLava-Glass-Blue-SuperFast-Dimensity%2Fdp%2FB0DFC1HFDM%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1895KSWNLJ6QB%26dib%3DeyJ2IjoiMSJ9.9d3JJHt_Mb7bCieb19LZEL-1qCX39FiDo707sojcRodlzTkcJ4lVxGE8B4R5NNBtPKRX_bDUeZIMy15sQphkJ6CHPoL3b24IxO6CMUv2M9jijhqiWiiCFmvCmMkO67wWxl1XvBeExWybnVa19vtIqN3aY5Ub2L88Ql4rHCJ-2umK3pizO6wC3y373GDSPAdiegokiyXwnf9S_Z-n27m0cmZwtKbQtwF1NuKH_uzQvS4.4VGkg6fJnSn6tzm39QzDhQcjdQFRKLxcgsPNtE6gmmE%26dib_tag%3Dse%26keywords%3Dmobile%2Bunder%2B20000%26qid%3D1726902181%26sprefix%3Dmobile%2Bunder%2B20000%252Caps%252C349%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"10,999",N/A,"12,999",N/A,15% off,FREE delivery,"Mon, 23 Sept",https://m.media-amazon.com/images/I/61i7l4UaNUL._AC_UY218_.jpg
